customer_id,age,gender,tenure_months,contract_type,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,support_tickets,churn_score,churn
C10278,21.0,Female,41,Two year,Fiber optic,Credit card,Yes,34.4,1257.32,2,7.8,No
C10279,66.0,Female,12,Two year,Fiber optic,Bank transfer,No,96.65,1217.49,1,30.3,No
C10280,62.0,Female,26,Month-to-month,DSL,Mailed check,Yes,61.83,1399.0,0,32.4,No
C10281,21.0,Female,0,Month-to-month,Fiber optic,Mailed check,Yes,71.38,0.0,4,49.8,Yes
C10282,22.0,Female,2,Month-to-month,Fiber optic,Bank transfer,Yes,116.17,250.75,2,45.6,Yes
C10283,70.0,Female,24,Month-to-month,Fiber optic,Electronic check,No,98.36,2307.68,1,62.7,Yes
C10284,35.0,Male,33,One year,No,Bank transfer,No,58.26,1898.84,3,24.0,No
C10285,,Female,58,Month-to-month,Fiber optic,Bank transfer,No,51.95,2815.13,1,34.9,Yes
C10286,48.0,Male,9,Month-to-month,Fiber optic,Electronic check,Yes,57.84,578.73,0,45.5,Yes
C10287,39.0,Female,61,Month-to-month,Fiber optic,Bank transfer,Yes,76.22,4872.33,2,24.0,Yes
C10288,34.0,Male,17,Month-to-month,Fiber optic,Bank transfer,Yes,62.69,1012.05,0,49.7,No
C10289,58.0,Male,10,Month-to-month,DSL,Bank transfer,Yes,56.3,505.12,0,24.9,No
C10290,24.0,Male,51,Two year,Fiber optic,Mailed check,No,97.28,4511.22,1,17.7,No
C10291,42.0,Female,56,Month-to-month,DSL,Bank transfer,Yes,62.49,3412.86,0,8.2,No
C10292,39.0,Male,44,Two year,DSL,Credit card,Yes,115.59,5617.41,2,0.0,No
C10293,27.0,Female,8,Month-to-month,No,Electronic check,No,67.0,561.85,2,31.9,yes
C10294,39.0,Female,8,Two year,Fiber optic,Bank transfer,Yes,104.28,757.59,3,33.1,No
C10295,50.0,Male,28,Two year,No,Bank transfer,Yes,72.86,2207.53,2,0.0,Yes
C10296,60.0,Female,32,Two year,DSL,Mailed check,Yes,86.19,2626.01,1,11.2,No
C10297,23.0,Female,72,One year,Fiber optic,Mailed check,No,49.06,3814.78,0,20.7,No
C10298,72.0,Male,20,One year,DSL,Credit card,No,46.22,846.07,1,16.3,No
C10299,72.0,Female,14,One year,No,Mailed check,Yes,75.11,1069.46,1,6.5,No
C10300,60.0,Male,69,One year,,Bank transfer,No,86.75,6585.53,1,8.1,No
C10301,75.0,Female,11,Month-to-month,No,Electronic check,No,65.89,666.54,2,35.3,No
C10302,44.0,Female,1,Month-to-month,Fiber optic,Credit card,No,36.7,,1,48.7,No
C10303,,Female,30,Month-to-month,DSL,Bank transfer,No,35.07,1174.75,0,27.9,No
C10304,63.0,Female,29,Two year,No,Credit card,Yes,33.6,867.86,1,8.2,No
C10305,52.0,Female,45,Month-to-month, Fiber optic,Bank transfer,No,26.11,1026.75,1,31.8,Yes
C10306,29.0,Female,64,Month-to-month,DSL,Mailed check,Yes,67.41,4452.44,0,21.3,No
C10307,52.0,Female,68,One year,Fiber optic,Mailed check,No,89.75,5747.37,0,7.2,No
C10308,73.0,Female,21,Month-to-month,DSL,Bank transfer,Yes,64.7,1181.03,1,29.3,Yes
C10309,79.0,Female,71,Month-to-month,DSL,Credit card,No,18.0,1250.31,1,26.3,No
C10310,45.0,Male,46,Month-to-month,Fiber optic,Electronic check,No,60.8,2946.48,0,37.3,No
C10311,33.0,Male,5,Month-to-month,Fiber optic,Credit card,Yes,61.42,284.68,1,44.9,No
C10312,64.0,Male,68,Month-to-month,Fiber optic,Credit card,No,111.11,7105.65,0,48.3,No
C10313,22.0,Male,10,Month-to-month,Fiber optic,Electronic check,Yes,32.94,355.2,0,39.7,No
C10314,27.0,Female,42,Month-to-month,Fiber optic,Electronic check,Yes,56.41,2346.52,4,49.7,No
C10315,52.0,Female,57,Month-to-month,Fiber optic,Bank transfer,Yes,102.53,6297.36,1,41.3,No
C10316,79.0,Male,18,Month-to-month,Fiber optic,Credit card,No,199.99,1308.46,2,61.6,Yes
C10317,38.0,Female,19,One year,Fiber optic,Mailed check,Yes,77.39,1628.19,1,12.8,No
C10318,45.0,Male,34,Month-to-month,DSL,Bank transfer,Yes,67.52,2354.71,2,25.9,No
C10319,37.0,Female,64,Two year,DSL,Credit card,Yes,72.26,4075.66,1,6.5,Yes
C10320,45.0,Female,16,Two year,DSL,Mailed check,Yes,82.11,1430.65,3,20.4,No
C10321,18.0,Male,48,Month-to-month,Fiber optic,Electronic check,Yes,47.19,2224.58,2,41.7,Yes
C10322,54.0,Male,33,Month-to-month,No,Credit card,No,84.32,2471.59,0,26.0,No
C10323,54.0,Male,8,Month-to-month,DSL,Mailed check,No,34.79,248.05,0,35.4,No
C10324,37.0,Female,51,Two year,Fiber optic,Mailed check,No,72.22,,1,15.0,No
C10325,34.0,Female,60,One year,Fiber optic,Mailed check,Yes,68.93,3568.33,2,12.2,No
C10326,65.0,Male,42,One year,DSL,Bank transfer,No,51.44,2003.59,0,0.0,No
C10327,29.0,Female,12,Month-to-month,Fiber optic,Mailed check,Yes,64.5,687.11,1,50.4,No
C10328,20.0,Male,11,One year,DSL,Bank transfer,Yes,51.3,546.86,2,15.4,No
C10329,20.0,Female,30,Month-to-month,No,Bank transfer,Yes,41.42,1195.23,2,33.6,No
C10330,72.0,Male,36,One year,Fiber optic,Electronic check,Yes,57.22,2041.19,0,21.2,No
C10331,40.0,Male,40,Month-to-month,Fiber optic,Mailed check,Yes,40.71,1507.09,3,41.4,Yes
C10332,24.0,Female,17,One year,No,Electronic check,No,72.1,1052.45,1,7.5,No
C10333,72.0,Male,36,Two year,DSL,Electronic check,Yes,39.7,1451.9,0,11.8,No
C10334,27.0,Female,21,Month-to-month,Fiber optic,Credit card,Yes,80.66,1610.7,0,42.2,Yes
C10335,38.0,Female,50,One year,No,Bank transfer,No,39.01,2000.94,1,0.0,No
C10336,19.0,Male,58,Month-to-month,No,Bank transfer,No,52.54,2679.63,1,11.7,No
C10337,60.0,Male,47,One year,DSL,Credit card,Yes,51.26,2056.8,1,0.0,No
C10338,61.0,Female,0,Month-to-month,DSL,Bank transfer,Yes,94.15,0.0,3,49.3,No
C10339,64.0,Female,72,Two year,Fiber optic,Credit card,Yes,72.27,5064.34,0,7.8,No
C10340,34.0,Female,1,Month-to-month,Fiber optic,Bank transfer,Yes,60.34,57.71,1,43.3,No
C10341,38.0,Male,72,Two year,DSL,Mailed check,Yes,75.97,5846.06,2,7.0,No
C10342,76.0,Male,2,One year,,Bank transfer,Yes,18.64,35.49,0,16.2,No
C10343,68.0,Male,37,One year,DSL,Mailed check,No,64.05,2353.78,0,12.8,Yes
C10344,20.0,Female,7,One year,No,Credit card,Yes,108.95,770.47,1,14.4,No
C10345,60.0,Female,6,One year,Fiber optic,Electronic check,Yes,67.91,348.74,2,17.4,No
C10346,68.0,Female,49,Two year,DSL,Credit card,Yes,66.49,3222.45,1,6.9,No
C10347,52.0,Female,53,Month-to-month,Fiber optic,Credit card,No,77.06,3851.81,1,19.0,No
C10348,57.0,Female,8,One year,No,Electronic check,Yes,84.7,653.03,1,3.3,No
C10349,18.0,Male,71,Month-to-month,Fiber optic,Bank transfer,Yes,21.06,1311.46,0,35.9,Yes
C10350,19.0,Female,23,One year,DSL,Credit card,Yes,27.99,683.27,2,0.0,No
C10351,20.0,Female,23,Month-to-month,DSL,Bank transfer,No,69.63,1768.76,4,46.7,No
C10352,27.0,Male,21,One year,Fiber optic,Mailed check,No,49.27,885.69,3,39.1,No
C10353,79.0,Male,33,One year,DSL,Credit card,Yes,93.86,3135.7,0,13.8,No
C10354,57.0,Male,12,Month-to-month,DSL,Bank transfer,Yes,58.07,736.03,1,31.8,Yes
C10355,,Female,31,Month-to-month,DSL,Electronic check,Yes,22.44,644.79,0,36.7,Yes
C10356,36.0,Female,15,One year,DSL,Electronic check,Yes,37.1,591.36,0,5.2,No
C10357,76.0,Male,3,One year,No,Bank transfer,No,18.0,55.12,1,13.2,No
C10358,30.0,Male,26,Month-to-month,Fiber optic,Mailed check,Yes,59.85,1713.07,3,48.0,Yes
C10359,73.0,Female,49,One year,DSL,Electronic check,Yes,60.86,3324.7,2,1.1,No
C10360,19.0,Male,55,Two year,,Credit card,No,55.66,2637.11,1,3.2,yes
C10361,19.0,Female,25,Month-to-month,DSL,Electronic check,No,88.74,2152.24,1,32.1,No
C10362,22.0,Female,23,Month-to-month,DSL,Electronic check,Yes,91.37,2096.65,2,44.9,No
C10363,67.0,Female,57,Month-to-month,fiber optic,Mailed check,Yes,61.25,3105.89,1,28.9,No
C10364,33.0,Male,49,One year,Fiber optic,Electronic check,Yes,18.04,831.63,2,0.4,No
C10365,45.0,Female,60,Month-to-month,No,Mailed check,No,78.58,5264.85,0,11.5,No
C10366,47.0,Male,66,One year,Fiber optic,Credit card,No,77.22,4354.38,1,10.4,No
C10367,66.0,Female,59,One year,DSL,Credit card,No,71.81,4118.91,3,17.1,Yes
C10368,39.0,Female,68,Month-to-month,Fiber optic,Credit card,No,86.59,6344.55,2,32.4,No
C10369,18.0,Male,30,Two year,No,Mailed check,Yes,39.37,1107.23,1,5.7,No
C10370,41.0,Male,28,One year,Fiber optic,Electronic check,Yes,109.19,2994.78,2,32.6,No
C10371,35.0,Female,23,Month-to-month,Fiber optic,Credit card,Yes,43.89,1124.62,1,40.6,Yes
C10372,63.0,Female,17,Month-to-month,No,Mailed check,No,81.48,1354.99,0,27.7,Yes
C10373,64.0,Female,54,Month-to-month,No,Bank transfer,Yes,27.88,1332.91,1,12.2,No
C10374,23.0,Female,52,Month-to-month,Fiber optic,Electronic check,Yes,44.53,2000.56,1,38.5,No
C10375,67.0,Female,58,Month-to-month,Fiber optic,Bank transfer,Yes,98.36,6305.39,1,22.8,No
C10376,22.0,Male,12,Two year,DSL,Bank transfer,No,59.26,655.49,1,12.8,No
C10377,56.0,Female,35,Month-to-month,No,Credit card,No,83.48,2881.18,3,37.2,No
C10378,42.0,Male,16,Month-to-month,Fiber optic,Electronic check,No,70.21,982.37,0,39.5,Yes
C10379,36.0,Male,65,One year,DSL,Mailed check,Yes,62.69,3929.73,1,14.2,No
C10380,47.0,Male,19,One year,DSL,Credit card,No,95.0,1987.54,3,21.7,Yes
C10381,37.0,Male,10,Two year,DSL,Mailed check,No,59.79,589.32,4,13.9,No
C10382,67.0,Male,41,One year,DSL,Bank transfer,No,25.82,1177.4,1,3.2,No
C10383,77.0,Female,64,Month-to-month,DSL,Electronic check,No,47.33,2786.44,3,30.5,No
C10384,68.0,Female,66,Month-to-month,Fiber optic,Bank transfer,No,77.13,5020.47,1,27.3,No
C10385,45.0,Male,7,Two year,No,Mailed check,No,73.7,558.24,0,0.0,No
C10386,49.0,Female,23,One year,No,Bank transfer,Yes,30.52,681.62,1,2.8,No
C10387,45.0,Male,11,Two year,DSL,Credit card,Yes,49.06,499.43,1,15.7,No
C10388,67.0,Male,22,Month-to-month,Fiber optic,Bank transfer,Yes,52.2,1241.4,2,42.4,No
C10389,52.0,Male,38,Two year,Fiber optic,Mailed check,No,56.96,2067.66,1,10.7,No
C10390,47.0,Female,20,One year,DSL,Electronic check,No,34.73,689.94,2,6.4,No
C10391,43.0,Female,4,Month-to-month,Fiber optic,Mailed check,Yes,51.18,227.99,5,48.0,No
C10392,41.0,Female,37,One year,No,Credit card,Yes,48.97,1631.34,2,14.1,No
C10393,52.0,Female,3,One year,Fiber optic,Electronic check,No,81.97,229.04,0,18.9,No
C10394,60.0,Female,16,Month-to-month,DSL,Bank transfer,No,82.8,1137.19,0,27.3,No
C10395,44.0,Female,0,Month-to-month,No,Mailed check,No,61.79,0.0,3,46.6,YES
C10396,68.0,Female,6,Two year,Fiber optic,Mailed check,Yes,56.38,305.82,0,15.7,No
C10397,69.0,Male,31,Month-to-month,Fiber optic,Bank transfer,No,68.08,2181.41,2,38.4,Yes
C10398,44.0,Male,62,Month-to-month,DSL,Mailed check,No,47.04,2621.79,5,28.1,No
C10399,74.0,Male,56,Month-to-month,DSL,Mailed check,Yes,39.77,2298.83,0,18.0,No
C10400,28.0,Female,7,Month-to-month,Fiber optic,Bank transfer,Yes,44.32,285.77,1,43.6,No
C10401,75.0,Female,2,Two year,DSL,Credit card,No,51.03,96.54,0,20.6,No
C10402,36.0,Male,24,One year,No,Credit card,Yes,5.0,892.83,1,10.0,No
C10403,52.0,Female,47,Month-to-month,Fiber optic,Bank transfer,Yes,68.57,3363.06,4,25.7,No
C10404,35.0,Female,54,Two year,Fiber optic,Bank transfer,No,81.05,4271.47,1,10.0,No
C10405,45.0,Male,60,Two year,Fiber optic,Credit card,No,30.08,1710.14,2,8.2,No
C10406,39.0,Male,24,Month-to-month,Fiber optic,Mailed check,Yes,65.55,1699.38,2,42.3,Yes
C10407,61.0,Male,12,Two year,Fiber optic,Mailed check,No,60.16,725.12,1,21.5,No
C10408,23.0,Female,1,Month-to-month,Fiber optic,Mailed check,Yes,72.51,65.82,1,41.8,No
C10409,69.0,Female,10,Two year,DSL,Bank transfer,No,64.72,707.41,1,7.7,No
C10410,74.0,Female,4,One year,Fiber optic,Bank transfer,Yes,33.02,,1,23.7,Yes
C10411,52.0,Male,62,One year,No,Electronic check,No,37.23,1986.31,1,0.7,No
C10412,51.0,Female,19,Month-to-month,Fiber optic,Credit card,No,65.65,1226.82,0,36.3,No
C10413,61.0,Female,60,Two year,Fiber optic,Mailed check,Yes,87.63,4645.07,1,26.1,No
C10414,30.0,Female,40,Month-to-month,DSL,Credit card,Yes,18.0,658.36,4,23.7,No
C10415,64.0,Female,39,Month-to-month,No,Bank transfer,No,72.61,2978.25,0,18.6,Yes
C10416,31.0,Female,33,Month-to-month,Fiber optic,Credit card,Yes,91.17,2663.53,3,51.0,Yes
C10417,59.0,Male,59,One year,Fiber optic,Bank transfer,Yes,61.63,3882.97,2,8.7,No
C10418,36.0,Male,3,Month-to-month,Fiber optic,Bank transfer,Yes,77.1,255.12,0,36.4,yes
C10419,64.0,Male,6,Two year,DSL,Electronic check,No,49.53,301.27,1,5.3,No
C10420,67.0,Female,30,One year,Fiber optic,Mailed check,Yes,62.37,1949.31,4,36.3,No
C10421,30.0,Male,28,Month-to-month,Fiber optic,Credit card,Yes,29.34,856.57,0,44.8,Yes
C10422,56.0,Male,39,Month-to-month,Fiber optic,Mailed check,No,18.0,784.88,0,33.4,Yes
C10423,48.0,Female,53,Month-to-month,DSL,Electronic check,Yes,188.0,4281.63,1,7.4,No
C10424,36.0,Male,42,One year,No,Electronic check,Yes,43.33,1626.9,0,15.0,No
C10425,54.0,Female,18,One year,DSL,Bank transfer,Yes,54.98,979.92,0,0.8,No
C10426,79.0,Male,23,Month-to-month,DSL,Bank transfer,Yes,34.5,788.72,1,39.2,Yes
C10427,18.0,Female,54,Two year,Fiber optic,Credit card,Yes,33.98,1647.82,0,14.1,No
C10428,77.0,Female,14,Month-to-month,Fiber optic,Credit card,No,61.18,869.83,4,55.5,Yes
C10429,71.0,Female,36,One year,Fiber optic,Bank transfer,Yes,48.95,1504.59,3,24.9,Yes
C10430,50.0,Male,39,Two year,,Bank transfer,No,73.32,3146.77,0,4.9,No
C10431,55.0,Female,54,One year,No,Credit card,Yes,74.96,3729.82,0,1.2,No
C10432,40.0,Male,52,One year,No,Electronic check,Yes,72.06,3225.08,5,6.2,No
C10433,26.0,Female,33,Two year,No,Bank transfer,Yes,70.25,2038.27,0,6.5,No
C10434,53.0,Male,22,Month-to-month,No,Mailed check,Yes,99.71,2006.87,2,25.8,No
C10435,68.0,Female,26,Month-to-month,No,Credit card,No,41.51,997.19,2,36.7,No
C10436,32.0,Female,30,Month-to-month,Fiber optic,Credit card,Yes,63.79,1643.6,1,41.5,Yes
C10437,62.0,Female,16,Month-to-month,Fiber optic,Bank transfer,Yes,89.92,1331.43,0,39.1,No
C10438,64.0,Female,45,One year,Fiber optic,Bank transfer,Yes,92.82,3767.96,0,12.6,No
C10439,65.0,Female,15,One year,DSL,Bank transfer,No,33.72,481.64,11,10.2,No
C10440,39.0,Female,47,Two year,Fiber optic,Bank transfer,Yes,58.13,2606.42,1,2.6,No
C10441,,Male,54,Month-to-month,No,Electronic check,No,94.88,4823.96,0,12.5,No
C10442,43.0,Female,70,One year,DSL,Mailed check,Yes,76.18,5004.86,3,8.4,No
C10443,70.0,Female,8,Month-to-month,DSL,Bank transfer,Yes,69.3,484.67,1,33.1,Yes
C10444,73.0,Female,55,Month-to-month,Fiber optic,Bank transfer,No,60.21,2837.35,0,28.8,No
C10445,43.0,Male,6,One year,Fiber optic,Electronic check,Yes,56.56,306.98,6,23.1,Yes
C10446,78.0,Female,24,Two year,Fiber optic,Credit card,Yes,71.34,1805.12,0,20.5,No
C10447,53.0,Male,12,One year,No,Credit card,No,59.45,797.24,0,0.0,No
C10448,41.0,Female,11,Month-to-month,DSL,Bank transfer,Yes,64.06,775.62,0,23.8,No
C10449,18.0,Male,12,One year,DSL,Electronic check,Yes,66.73,789.66,0,3.5,No
C10450,55.0,Female,3,Month-to-month,Fiber optic,Credit card,Yes,50.08,149.28,2,47.1,No
C10451,57.0,Female,60,Two year,Fiber optic,Electronic check,Yes,76.71,4303.14,1,5.8,No
C10452,78.0,Male,4,One year,Fiber optic,Mailed check,No,129.11,546.89,2,25.3,No
C10453,62.0,Female,29,Month-to-month,DSL,Credit card,Yes,25.91,793.83,1,41.7,Yes
C10454,19.0,Female,51,Month-to-month,DSL,Bank transfer,No,72.13,3965.39,1,20.1,No
C10455,53.0,Male,72,Month-to-month,Fiber optic,Electronic check,No,48.28,3795.22,2,32.0,Yes
C10456,64.0,Female,62,Two year,No,Electronic check,No,77.7,4659.75,2,1.8,No
C10457,48.0,Male,10,Month-to-month,Fiber optic,Mailed check,No,66.02,697.87,2,38.4,Yes
C10458,44.0,Female,72,One year,No,Bank transfer,No,81.76,6285.41,0,0.0,No
C10459,68.0,Female,47,One year,Fiber optic,Bank transfer,Yes,90.86,3985.52,1,21.8,Yes
C10460,55.0,Female,13,One year,Fiber optic,Electronic check,Yes,69.23,990.79,0,22.7,No
C10461,60.0,Female,32,Month-to-month,No,Electronic check,Yes,89.91,2518.84,0,28.9,No
C10462,46.0,Female,67,Two year,Fiber optic,Bank transfer,No,18.0,1348.85,2,7.2,No
C10463,35.0,Male,28,Month-to-month,Fiber optic,Electronic check,Yes,99.99,2961.89,2,54.4,Yes
C10464,50.0,Male,13,One year,Fiber optic,Electronic check,No,73.25,833.39,2,10.7,No
C10465,77.0,Female,63,One year,fiber optic,Mailed check,Yes,88.71,5740.64,1,4.5,No
C10466,55.0,Male,69,One year,DSL,Bank transfer,No,38.16,2262.38,4,0.0,No
C10467,61.0,Male,71,Two year,No,Electronic check,Yes,46.72,3509.35,1,14.6,No
C10468,25.0,Male,69,Month-to-month,No,Electronic check,No,68.21,5016.13,0,23.3,No
C10469,79.0,Female,63,Month-to-month,Fiber optic,Electronic check,Yes,64.63,4123.2,1,16.8,No
C10470,33.0,Male,33,Month-to-month,DSL,Mailed check,Yes,71.23,2541.82,1,20.9,No
C10471,78.0,Female,14,Month-to-month,Fiber optic,Electronic check,No,88.86,1090.31,0,41.2,No
C10472,45.0,Male,45,Month-to-month,Fiber optic,Electronic check,No,26.17,1088.74,0,27.2,No
C10473,74.0,Male,16,Month-to-month,Fiber optic,Mailed check,No,86.42,1329.94,1,34.1,No
C10474,73.0,Female,34,Month-to-month,No,Electronic check,No,65.18,1909.11,1,41.7,Yes
C10475,64.0,Female,47,Month-to-month,No,Mailed check,Yes,60.52,2762.0,0,19.9,No
C10476,74.0,Female,69,Month-to-month,DSL,Bank transfer,No,32.64,2075.61,0,20.8,No
C10477,55.0,Male,21,One year,DSL,Electronic check,Yes,76.07,1527.24,2,3.8,Yes
C10478,70.0,Male,18,One year,DSL,Bank transfer,Yes,18.0,312.59,4,22.3,Yes
C10479,28.0,Female,53,Month-to-month,DSL,Bank transfer,Yes,79.26,4568.1,2,15.7,No
C10010,24.0,Female,6,Month-to-month,DSL,Mailed check,No,63.13,375.46,1,28.1,No
C10025,39.0,Male,8,Month-to-month,DSL,Credit card,Yes,61.9,526.25,1,34.5,Yes
C10040,71.0,Male,61,Month-to-month,No,Credit card,Yes,50.69,2674.37,0,25.8,No
